house_mnnmb,house_nm,spl_loca,spl_scale,ovhspz_yn,regtare_yn,prceilsys_yn,rebdproj_yn,pubhusdist_yn,lrscl_hussdedist_yn,npln_prvpubhus_yn,model_no,house_stl,splyar,gnrl_spl_hh_cnt,specl_spl_hh_cnt,mltchdrn_hshld_cnt,nwwds_hshld_cnt,lfe_frst_hshld_cnt,oldparnts_hshld_cnt,instt_rcmn_cnt,instt_rcmn_etc_cnt,rlct_instt_cnt,spl_amt,loan_posbl_amt
2020001050,힐스테이트 삼동역,경기도 광주시 삼동 254-38번지 일원(삼동1지구 B2블록),565,N,Y,N,N,N,N,N,04,075.9380B,100.7190,31,20,4,10,0,1,5,0,0,43900,21950.0
2020001050,힐스테이트 삼동역,경기도 광주시 삼동 254-38번지 일원(삼동1지구 B2블록),565,N,Y,N,N,N,N,N,02,063.9980B,85.1270,64,48,12,22,0,3,11,0,0,37000,18500.0
2020001050,힐스테이트 삼동역,경기도 광주시 삼동 254-38번지 일원(삼동1지구 B2블록),565,N,Y,N,N,N,N,N,03,075.6170A,99.7290,149,112,26,52,0,8,26,0,0,42200,21100.0
2020001050,힐스테이트 삼동역,경기도 광주시 삼동 254-38번지 일원(삼동1지구 B2블록),565,N,Y,N,N,N,N,N,05,084.5140 ,108.8570,35,27,6,13,0,2,6,0,0,48000,24000.0
2020001050,힐스테이트 삼동역,경기도 광주시 삼동 254-38번지 일원(삼동1지구 B2블록),565,N,Y,N,N,N,N,N,01,063.8510A,84.7210,44,35,8,16,0,3,8,0,0,38800,19400.0
2020001053,비산 한신더휴,경기도 안양시 동안구 비산동 554-5번지 일대,110,Y,Y,N,Y,N,N,N,03,062.0192B,80.5291,9,9,3,3,0,1,2,0,0,49800,24900.0
2020001053,비산 한신더휴,경기도 안양시 동안구 비산동 554-5번지 일대,110,Y,Y,N,Y,N,N,N,01,048.6774 ,67.1142,46,31,5,16,0,2,8,0,0,40700,20350.0
2020001053,비산 한신더휴,경기도 안양시 동안구 비산동 554-5번지 일대,110,Y,Y,N,Y,N,N,N,02,062.7449A,80.8482,8,7,3,3,0,0,1,0,0,50500,25250.0
2020001064,성원 상떼빌,"경상북도 구미시 야은로43길 13 (신평동, 성원 상떼빌)",60,N,N,N,N,N,N,N,04,117.6700B,136.5628,14,0,0,0,0,0,0,0,0,32990,19794.0
2020001064,성원 상떼빌,"경상북도 구미시 야은로43길 13 (신평동, 성원 상떼빌)",60,N,N,N,N,N,N,N,03,117.6700A,136.5664,1,0,0,0,0,0,0,0,0,29990,17994.0
2020001064,성원 상떼빌,"경상북도 구미시 야은로43길 13 (신평동, 성원 상떼빌)",60,N,N,N,N,N,N,N,02,084.8600B,98.4849,9,6,2,4,0,0,0,0,0,22990,13794.0
2020001064,성원 상떼빌,"경상북도 구미시 야은로43길 13 (신평동, 성원 상떼빌)",60,N,N,N,N,N,N,N,01,084.8600A,102.0583,16,14,4,8,0,2,0,0,0,22990,13794.0
2020001065,천안 신방 삼부르네상스,충청남도 천안시 동남구 풍세로 678-36 (신방동),830,N,N,N,N,N,N,N,03,075.9828 ,98.4833,126,94,22,44,0,6,22,0,0,29170,17502.0
2020001065,천안 신방 삼부르네상스,충청남도 천안시 동남구 풍세로 678-36 (신방동),830,N,N,N,N,N,N,N,04,084.9861 ,111.1166,55,39,9,18,0,3,9,0,0,32850,19710.0
2020001065,천안 신방 삼부르네상스,충청남도 천안시 동남구 풍세로 678-36 (신방동),830,N,N,N,N,N,N,N,01,059.9828 ,81.8915,132,95,22,45,0,6,22,0,0,23330,13998.0
2020001065,천안 신방 삼부르네상스,충청남도 천안시 동남구 풍세로 678-36 (신방동),830,N,N,N,N,N,N,N,02,059.9977 ,82.4897,168,121,28,57,0,8,28,0,0,22810,13686.0
2020001073,e편한세상 남양뉴타운,경기도 화성시 남양읍 남양뉴타운 내 B-11블록(남양리 2195),604,N,Y,Y,N,Y,N,N,02,065.6671B,88.8415,15,37,5,16,10,3,3,0,0,27700,13850.0
2020001073,e편한세상 남양뉴타운,경기도 화성시 남양읍 남양뉴타운 내 B-11블록(남양리 2195),604,N,Y,Y,N,Y,N,N,08,084.9339C,114.9076,27,61,9,26,18,4,4,0,0,35700,17850.0
2020001073,e편한세상 남양뉴타운,경기도 화성시 남양읍 남양뉴타운 내 B-11블록(남양리 2195),604,N,Y,Y,N,Y,N,N,07,084.9709B,114.9577,22,66,9,26,18,4,9,0,0,36200,18100.0
2020001073,e편한세상 남양뉴타운,경기도 화성시 남양읍 남양뉴타운 내 B-11블록(남양리 2195),604,N,Y,Y,N,Y,N,N,06,084.9700A,114.9565,4,81,9,26,17,4,25,0,0,36200,18100.0
2020001073,e편한세상 남양뉴타운,경기도 화성시 남양읍 남양뉴타운 내 B-11블록(남양리 2195),604,N,Y,Y,N,Y,N,N,05,075.9205C,102.7133,15,37,5,16,10,3,3,0,0,32400,16200.0
2020001073,e편한세상 남양뉴타운,경기도 화성시 남양읍 남양뉴타운 내 B-11블록(남양리 2195),604,N,Y,Y,N,Y,N,N,04,075.9812B,102.7955,15,38,5,16,11,3,3,0,0,32100,16050.0
2020001073,e편한세상 남양뉴타운,경기도 화성시 남양읍 남양뉴타운 내 B-11블록(남양리 2195),604,N,Y,Y,N,Y,N,N,03,075.9453A,102.7469,4,80,9,26,17,4,24,0,0,32700,16350.0
2020001073,e편한세상 남양뉴타운,경기도 화성시 남양읍 남양뉴타운 내 B-11블록(남양리 2195),604,N,Y,Y,N,Y,N,N,01,065.6419A,88.8074,16,86,10,31,20,5,20,0,0,28400,14200.0
2020001074,완주 푸르지오 더 퍼스트,전라북도 완주군 삼례읍 수계리 705,605,N,N,Y,N,N,N,N,01,072.9775A,93.8610,73,51,12,24,0,3,12,0,0,25300,15180.0
2020001074,완주 푸르지오 더 퍼스트,전라북도 완주군 삼례읍 수계리 705,605,N,N,Y,N,N,N,N,03,084.9401B,107.0426,81,60,14,28,0,4,14,0,0,28700,17220.0
2020001074,완주 푸르지오 더 퍼스트,전라북도 완주군 삼례읍 수계리 705,605,N,N,Y,N,N,N,N,02,084.9725A,106.9878,194,146,34,68,0,10,34,0,0,28700,17220.0
2020001075,저전동 오네뜨 트윈시티,전라남도 순천시 저전동 228-3,88,N,N,N,N,N,N,N,02,080.1510B,101.4630,20,9,2,5,0,0,2,0,0,28950,17370.0
2020001075,저전동 오네뜨 트윈시티,전라남도 순천시 저전동 228-3,88,N,N,N,N,N,N,N,03,084.4032 ,106.3653,10,5,1,3,0,0,1,0,0,30250,18150.0
2020001075,저전동 오네뜨 트윈시티,전라남도 순천시 저전동 228-3,88,N,N,N,N,N,N,N,01,080.1510A,101.4630,26,18,4,9,0,1,4,0,0,28950,17370.0
2020001077,칠곡북삼 서희스타힐스 더퍼스트,경상북도 칠곡군 북삼읍 인평리 660번지,54,N,N,N,N,N,N,N,03,080.8622 ,107.3261,19,10,2,5,0,1,2,0,0,26502,15901.2
2020001077,칠곡북삼 서희스타힐스 더퍼스트,경상북도 칠곡군 북삼읍 인평리 660번지,54,N,N,N,N,N,N,N,01,059.9277A,80.3914,9,7,2,3,0,0,2,0,0,20182,12109.2
2020001077,칠곡북삼 서희스타힐스 더퍼스트,경상북도 칠곡군 북삼읍 인평리 660번지,54,N,N,N,N,N,N,N,02,059.9827B,81.6743,5,4,1,2,0,0,1,0,0,20150,12090.0
2020001078,포레나 양평,경기도 양평군 양평읍 창대리 650-12,438,N,N,N,N,N,N,N,02,059.8551B,82.2716,39,29,7,13,0,2,7,0,0,29750,17850.0
2020001078,포레나 양평,경기도 양평군 양평읍 창대리 650-12,438,N,N,N,N,N,N,N,05,074.9669B,96.0831,27,18,4,9,0,1,4,0,0,36190,21714.0
2020001078,포레나 양평,경기도 양평군 양평읍 창대리 650-12,438,N,N,N,N,N,N,N,04,074.9933A,96.0687,63,47,11,22,0,3,11,0,0,36190,21714.0
2020001078,포레나 양평,경기도 양평군 양평읍 창대리 650-12,438,N,N,N,N,N,N,N,01,059.7829A,81.1538,48,35,8,16,0,3,8,0,0,29350,17610.0
2020001078,포레나 양평,경기도 양평군 양평읍 창대리 650-12,438,N,N,N,N,N,N,N,03,059.9662C,82.4498,11,9,2,4,0,1,2,0,0,29230,17538.0
2020001078,포레나 양평,경기도 양평군 양평읍 창대리 650-12,438,N,N,N,N,N,N,N,07,084.9633 ,106.5172,51,38,9,18,0,2,9,0,0,40930,24558.0
2020001078,포레나 양평,경기도 양평군 양평읍 창대리 650-12,438,N,N,N,N,N,N,N,06,074.9627C,96.6643,13,10,2,5,0,1,2,0,0,35680,21408.0
2020001079,번영로 센트리지,울산광역시 중구 복산동 460-72 일원,1655,N,N,N,Y,N,N,N,01,039.9290 ,59.3670,16,9,0,7,0,0,2,0,0,22160,13296.0
2020001079,번영로 센트리지,울산광역시 중구 복산동 460-72 일원,1655,N,N,N,Y,N,N,N,02,059.8650A,82.5350,117,86,20,40,0,6,20,0,0,42580,25548.0
2020001079,번영로 센트리지,울산광역시 중구 복산동 460-72 일원,1655,N,N,N,Y,N,N,N,03,059.9460B,86.7250,61,43,10,20,0,3,10,0,0,41750,25050.0
2020001079,번영로 센트리지,울산광역시 중구 복산동 460-72 일원,1655,N,N,N,Y,N,N,N,04,059.9850C,87.4750,19,9,2,5,0,0,2,0,0,42150,25290.0
2020001079,번영로 센트리지,울산광역시 중구 복산동 460-72 일원,1655,N,N,N,Y,N,N,N,05,075.9740A,98.4670,94,65,15,31,0,4,15,0,0,50660,30396.0
2020001079,번영로 센트리지,울산광역시 중구 복산동 460-72 일원,1655,N,N,N,Y,N,N,N,06,075.9980B,101.6300,29,18,4,9,0,1,4,0,0,49660,29796.0
2020001079,번영로 센트리지,울산광역시 중구 복산동 460-72 일원,1655,N,N,N,Y,N,N,N,07,075.9160C,100.6060,100,73,17,34,0,5,17,0,0,49170,29502.0
2020001079,번영로 센트리지,울산광역시 중구 복산동 460-72 일원,1655,N,N,N,Y,N,N,N,08,075.9940D,102.8480,46,31,7,15,0,2,7,0,0,49650,29790.0
2020001079,번영로 센트리지,울산광역시 중구 복산동 460-72 일원,1655,N,N,N,Y,N,N,N,13,084.9330D,110.7660,35,22,5,11,0,1,5,0,0,56050,33630.0
2020001079,번영로 센트리지,울산광역시 중구 복산동 460-72 일원,1655,N,N,N,Y,N,N,N,10,084.9620A,111.9820,45,31,7,15,0,2,7,0,0,55770,33462.0
2020001079,번영로 센트리지,울산광역시 중구 복산동 460-72 일원,1655,N,N,N,Y,N,N,N,09,075.9400E,100.2630,47,31,7,15,0,2,7,0,0,49170,29502.0
2020001079,번영로 센트리지,울산광역시 중구 복산동 460-72 일원,1655,N,N,N,Y,N,N,N,15,084.9710F,113.5620,69,51,12,24,0,3,12,0,0,54130,32478.0
2020001079,번영로 센트리지,울산광역시 중구 복산동 460-72 일원,1655,N,N,N,Y,N,N,N,12,084.8930C,108.9640,42,30,7,14,0,2,7,0,0,54400,32640.0
2020001079,번영로 센트리지,울산광역시 중구 복산동 460-72 일원,1655,N,N,N,Y,N,N,N,14,084.9860E,112.3250,52,35,8,17,0,2,8,0,0,54400,32640.0
2020001079,번영로 센트리지,울산광역시 중구 복산동 460-72 일원,1655,N,N,N,Y,N,N,N,11,084.9260B,112.0730,202,147,34,69,0,10,34,0,0,54950,32970.0
2020001087,문수로대공원 에일린의 뜰,울산광역시 남구 신정동 1178번지 일원,99,N,N,N,N,N,N,N,01,059.7186 ,80.3614,27,16,4,8,0,1,3,0,0,48964,29378.4
2020001087,문수로대공원 에일린의 뜰,울산광역시 남구 신정동 1178번지 일원,99,N,N,N,N,N,N,N,02,075.9378 ,102.1155,14,11,2,5,0,1,3,0,0,60388,36232.8
2020001087,문수로대공원 에일린의 뜰,울산광역시 남구 신정동 1178번지 일원,99,N,N,N,N,N,N,N,03,084.8107 ,112.2766,18,13,3,6,0,1,3,0,0,68410,41046.0
2020001092,운정신도시 제일풍경채 그랑퍼스트,경기도 파주시 당하1길 22-19 (교하동),1926,N,N,Y,N,N,Y,N,02,074.5762A,99.7633,51,39,9,18,0,3,9,0,0,38160,22896.0
2020001092,운정신도시 제일풍경채 그랑퍼스트,경기도 파주시 당하1길 22-19 (교하동),1926,N,N,Y,N,N,Y,N,01,059.9012 ,80.9203,453,343,79,160,0,24,80,0,0,32360,19416.0
2020001092,운정신도시 제일풍경채 그랑퍼스트,경기도 파주시 당하1길 22-19 (교하동),1926,N,N,Y,N,N,Y,N,03,074.5762B,99.7633,128,95,22,45,0,6,22,0,0,37990,22794.0
2020001092,운정신도시 제일풍경채 그랑퍼스트,경기도 파주시 당하1길 22-19 (교하동),1926,N,N,Y,N,N,Y,N,04,084.9382 ,112.8920,469,348,81,162,0,24,81,0,0,43070,25842.0
2020001095,반정 아이파크 캐슬 5단지,경기도 화성시 621-87번지 일원,1378,N,Y,N,N,N,N,N,12,156.8100 ,207.5200,2,0,0,0,0,0,0,0,0,109000,54500.0
2020001095,반정 아이파크 캐슬 5단지,경기도 화성시 621-87번지 일원,1378,N,Y,N,N,N,N,N,04,075.5700C,101.0500,118,118,24,47,16,7,24,0,0,52900,26450.0
2020001095,반정 아이파크 캐슬 5단지,경기도 화성시 621-87번지 일원,1378,N,Y,N,N,N,N,N,03,075.5400B,100.4900,63,62,12,25,9,4,12,0,0,53300,26650.0
2020001095,반정 아이파크 캐슬 5단지,경기도 화성시 621-87번지 일원,1378,N,Y,N,N,N,N,N,02,075.9300A,101.2200,106,103,20,42,15,6,20,0,0,53500,26750.0
2020001095,반정 아이파크 캐슬 5단지,경기도 화성시 621-87번지 일원,1378,N,Y,N,N,N,N,N,01,059.9200B,81.3800,18,18,0,11,2,1,4,0,0,42000,21000.0
2020001095,반정 아이파크 캐슬 5단지,경기도 화성시 621-87번지 일원,1378,N,Y,N,N,N,N,N,05,084.7300A,111.7900,344,345,100,107,48,21,69,0,0,56800,28400.0
2020001095,반정 아이파크 캐슬 5단지,경기도 화성시 621-87번지 일원,1378,N,Y,N,N,N,N,N,06,103.5700 ,137.4000,2,0,0,0,0,0,0,0,0,76200,38100.0
2020001095,반정 아이파크 캐슬 5단지,경기도 화성시 621-87번지 일원,1378,N,Y,N,N,N,N,N,07,105.8900 ,138.4700,56,8,6,0,0,2,0,0,0,73600,36800.0
2020001095,반정 아이파크 캐슬 5단지,경기도 화성시 621-87번지 일원,1378,N,Y,N,N,N,N,N,08,112.5500 ,148.1500,2,0,0,0,0,0,0,0,0,78500,39250.0
2020001095,반정 아이파크 캐슬 5단지,경기도 화성시 621-87번지 일원,1378,N,Y,N,N,N,N,N,09,119.1100 ,158.1700,3,0,0,0,0,0,0,0,0,85000,42500.0
2020001095,반정 아이파크 캐슬 5단지,경기도 화성시 621-87번지 일원,1378,N,Y,N,N,N,N,N,10,121.3900 ,161.2000,3,0,0,0,0,0,0,0,0,85200,42600.0
2020001095,반정 아이파크 캐슬 5단지,경기도 화성시 621-87번지 일원,1378,N,Y,N,N,N,N,N,11,130.7300 ,172.3800,7,0,0,0,0,0,0,0,0,92500,46250.0
2020001105,성주 스위트엠 엘크루,"경상북도 성주군 성주읍 백전리 629, 629-3, 629-4",286,N,N,N,N,N,N,N,02,084.7370 ,107.4367,113,115,23,46,16,7,23,0,0,28250,16950.0
2020001105,성주 스위트엠 엘크루,"경상북도 성주군 성주읍 백전리 629, 629-3, 629-4",286,N,N,N,N,N,N,N,01,077.9839 ,98.7029,28,30,6,12,4,2,6,0,0,25440,15264.0
2020001106,까뮤 이스테이트 양평 타운하우스,경기도 양평군 양평읍 창대리 460-23번지 일원,233,N,N,N,N,N,N,N,01,080.7480 ,108.8830,69,46,10,22,0,3,11,0,0,46400,27840.0
2020001106,까뮤 이스테이트 양평 타운하우스,경기도 양평군 양평읍 창대리 460-23번지 일원,233,N,N,N,N,N,N,N,02,084.8550 ,115.3810,69,49,12,22,0,3,12,0,0,45600,27360.0
2020001109,대가트라움(의정부),"경기도 의정부시 태평로138번길 28 (의정부동, 대가트라움)",64,N,Y,N,N,N,N,N,03,072.9550A,87.0365,16,0,0,0,0,0,0,0,0,26900,13450.0
2020001109,대가트라움(의정부),"경기도 의정부시 태평로138번길 28 (의정부동, 대가트라움)",64,N,Y,N,N,N,N,N,01,068.6834A,82.5347,16,0,0,0,0,0,0,0,0,26900,13450.0
2020001109,대가트라움(의정부),"경기도 의정부시 태평로138번길 28 (의정부동, 대가트라움)",64,N,Y,N,N,N,N,N,02,070.5465A,84.3962,16,0,0,0,0,0,0,0,0,27500,13750.0
2020001109,대가트라움(의정부),"경기도 의정부시 태평로138번길 28 (의정부동, 대가트라움)",64,N,Y,N,N,N,N,N,04,072.7740B,86.7677,16,0,0,0,0,0,0,0,0,27000,13500.0
2020001110,화성능동 B-1블록 신혼희망타운(공공분양),경기도 화성시 능동 공공지원민간임대 공급촉진지구내 B-1블록,298,N,Y,Y,N,N,N,N,02,055.9800B,78.4955,0,70,0,0,0,0,0,0,0,30797,15398.5
2020001110,화성능동 B-1블록 신혼희망타운(공공분양),경기도 화성시 능동 공공지원민간임대 공급촉진지구내 B-1블록,298,N,Y,Y,N,N,N,N,03,055.9800C,78.4955,0,59,0,0,0,0,0,0,0,30797,15398.5
2020001110,화성능동 B-1블록 신혼희망타운(공공분양),경기도 화성시 능동 공공지원민간임대 공급촉진지구내 B-1블록,298,N,Y,Y,N,N,N,N,01,055.9800A,78.4955,0,169,0,0,0,0,0,0,0,30797,15398.5
2020001111,대구 동인동 센트럴 대원칸타빌,대구광역시 중구 동인동1가77,410,N,N,N,N,N,N,N,01,084.7824A,117.6623,141,105,24,49,0,7,25,0,0,54500,32700.0
2020001111,대구 동인동 센트럴 대원칸타빌,대구광역시 중구 동인동1가77,410,N,N,N,N,N,N,N,02,084.4267B,117.7840,96,68,16,32,0,4,16,0,0,54500,32700.0
2020001118,서면 비스타동원,부산광역시 부산진구 마철로 134 (당감동),210,N,N,N,N,N,N,N,03,084.9990B,113.5509,31,22,5,10,0,2,5,0,0,57500,34500.0
2020001118,서면 비스타동원,부산광역시 부산진구 마철로 134 (당감동),210,N,N,N,N,N,N,N,02,084.9991A,111.9297,27,21,5,10,0,1,5,0,0,55900,33540.0
2020001118,서면 비스타동원,부산광역시 부산진구 마철로 134 (당감동),210,N,N,N,N,N,N,N,01,059.9998 ,85.8510,62,47,11,22,0,3,11,0,0,43900,26340.0
2020001124,서초자이르네,서울특별시 서초구 남부순환로 323길 41-3일원(서초동 1451-65),35,Y,Y,Y,Y,N,N,N,05,059.6900B,77.5010,1,0,0,0,0,0,0,0,0,77514,38757.0
2020001124,서초자이르네,서울특별시 서초구 남부순환로 323길 41-3일원(서초동 1451-65),35,Y,Y,Y,Y,N,N,N,01,050.8400A,66.2112,4,0,0,0,0,0,0,0,0,66814,33407.0
2020001124,서초자이르네,서울특별시 서초구 남부순환로 323길 41-3일원(서초동 1451-65),35,Y,Y,Y,Y,N,N,N,02,050.6300B,66.5058,6,0,0,0,0,0,0,0,0,67814,33907.0
2020001124,서초자이르네,서울특별시 서초구 남부순환로 323길 41-3일원(서초동 1451-65),35,Y,Y,Y,Y,N,N,N,08,069.1800B,89.3689,10,0,0,0,0,0,0,0,0,89414,44707.0
2020001124,서초자이르네,서울특별시 서초구 남부순환로 323길 41-3일원(서초동 1451-65),35,Y,Y,Y,Y,N,N,N,07,069.7900A,90.3405,1,0,0,0,0,0,0,0,0,86714,43357.0
2020001124,서초자이르네,서울특별시 서초구 남부순환로 323길 41-3일원(서초동 1451-65),35,Y,Y,Y,Y,N,N,N,03,050.9500C,66.3249,7,0,0,0,0,0,0,0,0,68314,34157.0
2020001124,서초자이르네,서울특별시 서초구 남부순환로 323길 41-3일원(서초동 1451-65),35,Y,Y,Y,Y,N,N,N,04,059.6700A,77.5567,4,0,0,0,0,0,0,0,0,76814,38407.0
2020001124,서초자이르네,서울특별시 서초구 남부순환로 323길 41-3일원(서초동 1451-65),35,Y,Y,Y,Y,N,N,N,06,059.9700C,77.6914,2,0,0,0,0,0,0,0,0,76114,38057.0
2020001125,여주 서해 스카이팰리스,경기도 여주시 천송동 591-10 외 일원,174,N,N,N,N,N,N,N,07,112.8708 ,159.4583,2,0,0,0,0,0,0,0,0,75000,45000.0
2020001125,여주 서해 스카이팰리스,경기도 여주시 천송동 591-10 외 일원,174,N,N,N,N,N,N,N,01,077.2194 ,109.8038,19,15,3,6,2,1,3,0,0,37700,22620.0
2020001125,여주 서해 스카이팰리스,경기도 여주시 천송동 591-10 외 일원,174,N,N,N,N,N,N,N,02,082.9441 ,117.6758,19,15,3,6,2,1,3,0,0,41200,24720.0
2020001125,여주 서해 스카이팰리스,경기도 여주시 천송동 591-10 외 일원,174,N,N,N,N,N,N,N,03,084.8526 ,118.8762,35,33,6,13,5,2,7,0,0,42400,25440.0
2020001125,여주 서해 스카이팰리스,경기도 여주시 천송동 591-10 외 일원,174,N,N,N,N,N,N,N,04,103.8706 ,149.9253,1,0,0,0,0,0,0,0,0,69500,41700.0
2020001125,여주 서해 스카이팰리스,경기도 여주시 천송동 591-10 외 일원,174,N,N,N,N,N,N,N,05,109.3655 ,154.7326,30,4,3,0,0,1,0,0,0,66900,40140.0
2020001125,여주 서해 스카이팰리스,경기도 여주시 천송동 591-10 외 일원,174,N,N,N,N,N,N,N,06,111.8799 ,162.9600,1,0,0,0,0,0,0,0,0,76600,45960.0
2020001126,아산칸타빌센트럴시티,충청남도 아산시 아산로 9-1 (온천동),299,N,N,N,N,N,N,N,01,059.9797A,85.4529,91,84,17,35,12,4,16,0,0,24820,14892.0
2020001126,아산칸타빌센트럴시티,충청남도 아산시 아산로 9-1 (온천동),299,N,N,N,N,N,N,N,03,078.6629 ,110.6267,12,15,3,6,2,1,3,0,0,32020,19212.0
2020001126,아산칸타빌센트럴시티,충청남도 아산시 아산로 9-1 (온천동),299,N,N,N,N,N,N,N,02,059.9817B,85.3461,52,45,9,17,6,3,10,0,0,24820,14892.0
2020001127,진천 교성지구 풍림아이원 트리니티,충청북도 진천군 진천읍 문화로 91-22,2450,N,N,N,N,N,N,N,07,084.9200B,113.3746,34,33,7,15,2,2,7,0,0,30000,18000.0
2020001127,진천 교성지구 풍림아이원 트리니티,충청북도 진천군 진천읍 문화로 91-22,2450,N,N,N,N,N,N,N,06,084.9600A,113.3647,84,87,17,36,12,5,17,0,0,30000,18000.0
2020001127,진천 교성지구 풍림아이원 트리니티,충청북도 진천군 진천읍 문화로 91-22,2450,N,N,N,N,N,N,N,05,074.9500B,100.3380,33,32,7,14,2,2,7,0,0,26400,15840.0
2020001127,진천 교성지구 풍림아이원 트리니티,충청북도 진천군 진천읍 문화로 91-22,2450,N,N,N,N,N,N,N,04,074.9600A,100.4206,532,580,111,225,100,33,111,0,0,26400,15840.0
2020001127,진천 교성지구 풍림아이원 트리니티,충청북도 진천군 진천읍 문화로 91-22,2450,N,N,N,N,N,N,N,01,036.9800T,50.1341,53,46,10,20,3,3,10,0,0,12700,7620.0
2020001127,진천 교성지구 풍림아이원 트리니티,충청북도 진천군 진천읍 문화로 91-22,2450,N,N,N,N,N,N,N,03,059.9500T,82.6819,3,7,1,2,2,1,1,0,0,21000,12600.0
2020001127,진천 교성지구 풍림아이원 트리니티,충청북도 진천군 진천읍 문화로 91-22,2450,N,N,N,N,N,N,N,02,059.9900A,81.4720,449,428,87,178,50,26,87,0,0,21400,12840.0
2020001127,진천 교성지구 풍림아이원 트리니티,충청북도 진천군 진천읍 문화로 91-22,2450,N,N,N,N,N,N,N,09,108.2900B,150.4534,5,1,1,0,0,0,0,0,0,42623,25573.8
2020001127,진천 교성지구 풍림아이원 트리니티,충청북도 진천군 진천읍 문화로 91-22,2450,N,N,N,N,N,N,N,08,108.8900A,149.5149,38,5,4,0,0,1,0,0,0,42400,25440.0
2020001128,청룡동 더리체,부산광역시 금정구 금강로 759 (청룡동),49,N,N,N,N,N,N,N,04,067.6000B,87.7300,6,4,1,2,0,0,1,0,0,29000,17400.0
2020001128,청룡동 더리체,부산광역시 금정구 금강로 759 (청룡동),49,N,N,N,N,N,N,N,02,066.3100 ,85.8900,9,5,1,2,0,1,1,0,0,27830,16698.0
2020001128,청룡동 더리체,부산광역시 금정구 금강로 759 (청룡동),49,N,N,N,N,N,N,N,03,067.4800A,87.6800,7,4,1,2,0,0,1,0,0,29570,17742.0
2020001128,청룡동 더리체,부산광역시 금정구 금강로 759 (청룡동),49,N,N,N,N,N,N,N,01,057.0700 ,74.1100,10,4,1,2,0,0,1,0,0,24750,14850.0
2020001134,당진수청2 RH2 호반써밋,충청남도 당진시 수청동 당진수청2지구 RH-2블럭,998,N,N,Y,N,N,N,N,01,084.8451A,112.6823,240,337,58,116,87,18,58,0,0,30520,18312.0
2020001134,당진수청2 RH2 호반써밋,충청남도 당진시 수청동 당진수청2지구 RH-2블럭,998,N,N,Y,N,N,N,N,02,084.4927B,112.6714,175,246,42,85,64,13,42,0,0,30190,18114.0
