house_mnnmb,house_nm,spl_loca,spl_scale,ovhspz_yn,regtare_yn,prceilsys_yn,rebdproj_yn,pubhusdist_yn,lrscl_hussdedist_yn,npln_prvpubhus_yn,model_no,house_stl,splyar,gnrl_spl_hh_cnt,specl_spl_hh_cnt,mltchdrn_hshld_cnt,nwwds_hshld_cnt,lfe_frst_hshld_cnt,oldparnts_hshld_cnt,instt_rcmn_cnt,instt_rcmn_etc_cnt,rlct_instt_cnt,spl_amt,loan_posbl_amt
2020000995,금남로 중흥S-클래스&두산위브더제니스,광주광역시 북구 임유길13번길 1 (임동),1779,N,N,N,Y,N,N,N,04,076.8231A,102.6514,295,224,52,104,0,16,52,0,0,46500,27900.0
2020000995,금남로 중흥S-클래스&두산위브더제니스,광주광역시 북구 임유길13번길 1 (임동),1779,N,N,N,Y,N,N,N,05,076.4432B,102.7143,44,34,8,16,0,2,8,0,0,46200,27720.0
2020000995,금남로 중흥S-클래스&두산위브더제니스,광주광역시 북구 임유길13번길 1 (임동),1779,N,N,N,Y,N,N,N,02,059.9586B,82.4535,44,34,8,16,0,2,8,0,0,34500,20700.0
2020000996,e편한세상 김포 어반베뉴,경기도 김포시 통진읍 마송리 586번지 일원,544,N,N,Y,N,N,Y,N,01,053.9035A,74.5585,116,86,20,40,0,5,21,0,0,19990,11994.0
2020000996,e편한세상 김포 어반베뉴,경기도 김포시 통진읍 마송리 586번지 일원,544,N,N,Y,N,N,Y,N,04,059.9467B,82.7542,21,31,6,11,0,3,11,0,0,22400,13440.0
2020000996,e편한세상 김포 어반베뉴,경기도 김포시 통진읍 마송리 586번지 일원,544,N,N,Y,N,N,Y,N,03,059.9953A,83.1921,112,71,18,37,0,5,11,0,0,22640,13584.0
2020000996,e편한세상 김포 어반베뉴,경기도 김포시 통진읍 마송리 586번지 일원,544,N,N,Y,N,N,Y,N,02,053.9907B,75.5562,61,46,11,20,0,3,12,0,0,19890,11934.0
2020000997,더샵 수성라크에르,"대구광역시 수성구 용학로 189 (지산동, 지산시영1단지)",214,Y,N,N,Y,N,N,N,02,075.9022 ,97.5399,60,39,9,19,0,2,9,0,0,53490,26745.0
2020000997,더샵 수성라크에르,"대구광역시 수성구 용학로 189 (지산동, 지산시영1단지)",214,Y,N,N,Y,N,N,N,03,084.9397A,108.6182,2,0,0,0,0,0,0,0,0,56670,28335.0
2020000997,더샵 수성라크에르,"대구광역시 수성구 용학로 189 (지산동, 지산시영1단지)",214,Y,N,N,Y,N,N,N,01,059.8476 ,78.0684,66,47,11,22,0,3,11,0,0,42810,21405.0
2020001000,가평 센트럴파크 더 스카이,경기도 가평군 읍내리 457-5,168,N,N,N,N,N,N,N,03,059.9801C,83.7812,1,0,0,0,0,0,0,0,0,36100,21660.0
2020001000,가평 센트럴파크 더 스카이,경기도 가평군 읍내리 457-5,168,N,N,N,N,N,N,N,01,059.9801A,83.7812,13,9,2,4,0,1,2,0,0,27450,16470.0
2020001000,가평 센트럴파크 더 스카이,경기도 가평군 읍내리 457-5,168,N,N,N,N,N,N,N,02,059.3770B,83.6399,5,42,10,20,0,2,10,0,0,27650,16590.0
2020001000,가평 센트럴파크 더 스카이,경기도 가평군 읍내리 457-5,168,N,N,N,N,N,N,N,04,059.3770D,83.6399,2,0,0,0,0,0,0,0,0,36100,21660.0
2020001000,가평 센트럴파크 더 스카이,경기도 가평군 읍내리 457-5,168,N,N,N,N,N,N,N,05,064.6487A,90.6665,10,12,3,5,0,1,3,0,0,30150,18090.0
2020001000,가평 센트럴파크 더 스카이,경기도 가평군 읍내리 457-5,168,N,N,N,N,N,N,N,06,064.6487B,90.6665,1,0,0,0,0,0,0,0,0,39400,23640.0
2020001000,가평 센트럴파크 더 스카이,경기도 가평군 읍내리 457-5,168,N,N,N,N,N,N,N,07,074.9722A,103.6897,65,5,1,2,0,1,1,0,0,35150,21090.0
2020001000,가평 센트럴파크 더 스카이,경기도 가평군 읍내리 457-5,168,N,N,N,N,N,N,N,08,074.9722B,103.6897,3,0,0,0,0,0,0,0,0,44700,26820.0
2020001001,고덕신도시 EBC-1BL 힐스테이트 고덕 스카이시티,경기도 평택시 고덕면 고덕국제화지구 EBC-1BL,665,N,Y,Y,N,N,Y,N,05,094.4600B,130.8424,1,0,0,0,0,0,0,0,0,58768,29384.0
2020001001,고덕신도시 EBC-1BL 힐스테이트 고덕 스카이시티,경기도 평택시 고덕면 고덕국제화지구 EBC-1BL,665,N,Y,Y,N,N,Y,N,01,076.3622 ,105.3645,98,74,5,45,0,3,21,0,0,48037,24018.5
2020001001,고덕신도시 EBC-1BL 힐스테이트 고덕 스카이시티,경기도 평택시 고덕면 고덕국제화지구 EBC-1BL,665,N,Y,Y,N,N,Y,N,04,094.3632A,129.9214,1,0,0,0,0,0,0,0,0,58354,29177.0
2020001001,고덕신도시 EBC-1BL 힐스테이트 고덕 스카이시티,경기도 평택시 고덕면 고덕국제화지구 EBC-1BL,665,N,Y,Y,N,N,Y,N,03,090.3115 ,123.8627,190,38,30,0,0,8,0,0,0,55627,27813.5
2020001001,고덕신도시 EBC-1BL 힐스테이트 고덕 스카이시티,경기도 평택시 고덕면 고덕국제화지구 EBC-1BL,665,N,Y,Y,N,N,Y,N,02,084.1820 ,115.9266,159,97,28,40,0,8,21,0,0,52589,26294.5
2020001001,고덕신도시 EBC-1BL 힐스테이트 고덕 스카이시티,경기도 평택시 고덕면 고덕국제화지구 EBC-1BL,665,N,Y,Y,N,N,Y,N,07,106.9274 ,148.0725,4,1,1,0,0,0,0,0,0,69859,34929.5
2020001001,고덕신도시 EBC-1BL 힐스테이트 고덕 스카이시티,경기도 평택시 고덕면 고덕국제화지구 EBC-1BL,665,N,Y,Y,N,N,Y,N,06,101.5619 ,140.9912,1,1,1,0,0,0,0,0,0,66518,33259.0
2020001002,행정타운 센트럴 두산위브,충청남도 천안시 동남구 청당동 125-1,655,N,N,N,N,N,N,N,03,084.8730A,111.7656,97,69,16,33,0,4,16,0,0,32777,19666.2
2020001002,행정타운 센트럴 두산위브,충청남도 천안시 동남구 청당동 125-1,655,N,N,N,N,N,N,N,02,074.4191B,98.7389,59,39,9,19,0,2,9,0,0,28529,17117.4
2020001002,행정타운 센트럴 두산위브,충청남도 천안시 동남구 청당동 125-1,655,N,N,N,N,N,N,N,01,074.6653A,98.9074,93,65,15,31,0,4,15,0,0,29010,17406.0
2020001002,행정타운 센트럴 두산위브,충청남도 천안시 동남구 청당동 125-1,655,N,N,N,N,N,N,N,09,084.0809G,114.4003,5,1,0,1,0,0,0,0,0,34883,20929.8
2020001002,행정타운 센트럴 두산위브,충청남도 천안시 동남구 청당동 125-1,655,N,N,N,N,N,N,N,08,084.1800F,113.3678,5,1,0,1,0,0,0,0,0,34567,20740.2
2020001002,행정타운 센트럴 두산위브,충청남도 천안시 동남구 청당동 125-1,655,N,N,N,N,N,N,N,07,084.9859E,114.3765,5,1,0,1,0,0,0,0,0,34078,20446.8
2020001002,행정타운 센트럴 두산위브,충청남도 천안시 동남구 청당동 125-1,655,N,N,N,N,N,N,N,06,084.9825D,111.7080,78,56,13,26,0,4,13,0,0,31954,19172.4
2020001002,행정타운 센트럴 두산위브,충청남도 천안시 동남구 청당동 125-1,655,N,N,N,N,N,N,N,05,084.1601C,111.4559,38,25,6,12,0,1,6,0,0,32687,19612.2
2020001002,행정타운 센트럴 두산위브,충청남도 천안시 동남구 청당동 125-1,655,N,N,N,N,N,N,N,04,084.8730B,111.7656,13,5,1,3,0,0,1,0,0,31023,18613.8
2020001003,문수로 드림파크,울산광역시 남구 팔등로 4 (신정동),246,N,N,N,N,N,N,N,04,051.6947 ,71.7555,52,38,9,18,0,2,9,0,0,24100,14460.0
2020001003,문수로 드림파크,울산광역시 남구 팔등로 4 (신정동),246,N,N,N,N,N,N,N,03,043.1938 ,60.3724,14,8,2,4,0,0,2,0,0,20730,12438.0
2020001003,문수로 드림파크,울산광역시 남구 팔등로 4 (신정동),246,N,N,N,N,N,N,N,07,055.3933 ,77.0806,22,14,3,7,0,1,3,0,0,26590,15954.0
2020001003,문수로 드림파크,울산광역시 남구 팔등로 4 (신정동),246,N,N,N,N,N,N,N,02,042.3899 ,58.8518,14,8,2,4,0,0,2,0,0,19940,11964.0
2020001003,문수로 드림파크,울산광역시 남구 팔등로 4 (신정동),246,N,N,N,N,N,N,N,01,035.5945 ,49.7690,8,4,1,2,0,0,1,0,0,16490,9894.0
2020001003,문수로 드림파크,울산광역시 남구 팔등로 4 (신정동),246,N,N,N,N,N,N,N,06,053.6058 ,74.9003,14,8,2,4,0,0,2,0,0,25830,15498.0
2020001003,문수로 드림파크,울산광역시 남구 팔등로 4 (신정동),246,N,N,N,N,N,N,N,05,052.1576 ,72.5432,25,17,4,8,0,1,4,0,0,24580,14748.0
2020001004,경산하양 금호어울림,경상북도 경산시 하양읍 서사리 206-7 답 일원,626,N,N,Y,N,Y,N,N,04,059.9300D,79.2775,25,87,11,33,22,5,16,0,0,22530,13518.0
2020001004,경산하양 금호어울림,경상북도 경산시 하양읍 서사리 206-7 답 일원,626,N,N,Y,N,Y,N,N,03,059.9200C,79.2642,11,43,5,16,11,3,8,0,0,22070,13242.0
2020001004,경산하양 금호어울림,경상북도 경산시 하양읍 서사리 206-7 답 일원,626,N,N,Y,N,Y,N,N,02,059.9100B,79.2510,26,107,13,40,27,7,20,0,0,22520,13512.0
2020001004,경산하양 금호어울림,경상북도 경산시 하양읍 서사리 206-7 답 일원,626,N,N,Y,N,Y,N,N,01,059.9300A,79.2775,66,261,33,98,65,16,49,0,0,22530,13518.0
2020001006,KTX강릉역 동도센트리움,강원도 강릉시 포남동 1117외 5필지,176,N,N,N,N,N,N,N,01,059.9260A,81.5670,53,35,8,17,0,2,8,0,0,28600,17160.0
2020001006,KTX강릉역 동도센트리움,강원도 강릉시 포남동 1117외 5필지,176,N,N,N,N,N,N,N,02,059.9960B,81.4560,53,35,8,17,0,2,8,0,0,28700,17220.0
2020001007,남해스타펠레스,경상남도 남해군 남해읍 아산리 388-1,84,N,N,N,N,N,N,N,06,083.8800 ,110.9200,4,2,1,1,0,0,0,0,0,26840,16104.0
2020001007,남해스타펠레스,경상남도 남해군 남해읍 아산리 388-1,84,N,N,N,N,N,N,N,05,081.0100 ,107.3300,9,4,1,3,0,0,0,0,0,25976,15585.6
2020001007,남해스타펠레스,경상남도 남해군 남해읍 아산리 388-1,84,N,N,N,N,N,N,N,04,079.0600B,103.9400,1,0,0,0,0,0,0,0,0,25152,15091.2
2020001007,남해스타펠레스,경상남도 남해군 남해읍 아산리 388-1,84,N,N,N,N,N,N,N,03,079.3800A,104.1300,21,11,3,7,0,1,0,0,0,25200,15120.0
2020001007,남해스타펠레스,경상남도 남해군 남해읍 아산리 388-1,84,N,N,N,N,N,N,N,02,078.9400B,104.0300,17,9,2,6,0,1,0,0,0,25176,15105.6
2020001007,남해스타펠레스,경상남도 남해군 남해읍 아산리 388-1,84,N,N,N,N,N,N,N,01,078.4600A,105.4900,4,2,1,1,0,0,0,0,0,25528,15316.8
2020001008,포레나 순천,전라남도 순천시 서면 선평리 337-3번지 일원,613,N,N,N,N,N,N,N,03,101.9184 ,131.2313,59,8,6,0,0,2,0,0,0,39560,23736.0
2020001008,포레나 순천,전라남도 순천시 서면 선평리 337-3번지 일원,613,N,N,N,N,N,N,N,02,084.9589B,109.6594,154,111,26,52,0,8,25,0,0,32700,19620.0
2020001008,포레나 순천,전라남도 순천시 서면 선평리 337-3번지 일원,613,N,N,N,N,N,N,N,04,119.9579 ,153.5173,31,4,3,0,0,1,0,0,0,46250,27750.0
2020001008,포레나 순천,전라남도 순천시 서면 선평리 337-3번지 일원,613,N,N,N,N,N,N,N,01,084.9183A,109.4877,141,105,25,48,0,7,25,0,0,33000,19800.0
2020001012,서대구센트럴자이,대구광역시 서구 원대동 1401번지 일원,1071,N,N,N,N,N,N,N,05,074.7862B,101.3578,29,22,5,10,0,2,5,0,0,47020,28212.0
2020001012,서대구센트럴자이,대구광역시 서구 원대동 1401번지 일원,1071,N,N,N,N,N,N,N,08,099.8644 ,126.0622,1,0,0,0,0,0,0,0,0,58560,35136.0
2020001012,서대구센트럴자이,대구광역시 서구 원대동 1401번지 일원,1071,N,N,N,N,N,N,N,03,059.8942C,82.6653,9,9,2,4,0,1,2,0,0,39090,23454.0
2020001012,서대구센트럴자이,대구광역시 서구 원대동 1401번지 일원,1071,N,N,N,N,N,N,N,04,074.9325A,96.3909,141,106,25,49,0,7,25,0,0,45130,27078.0
2020001012,서대구센트럴자이,대구광역시 서구 원대동 1401번지 일원,1071,N,N,N,N,N,N,N,01,059.8299A,82.1303,162,124,29,57,0,9,29,0,0,38450,23070.0
2020001012,서대구센트럴자이,대구광역시 서구 원대동 1401번지 일원,1071,N,N,N,N,N,N,N,06,084.9710A,111.2809,141,106,25,49,0,7,25,0,0,51940,31164.0
2020001012,서대구센트럴자이,대구광역시 서구 원대동 1401번지 일원,1071,N,N,N,N,N,N,N,07,084.9537B,111.6274,78,59,14,27,0,4,14,0,0,51060,30636.0
2020001012,서대구센트럴자이,대구광역시 서구 원대동 1401번지 일원,1071,N,N,N,N,N,N,N,02,059.9497B,83.1623,48,36,8,17,0,3,8,0,0,38150,22890.0
2020001022,운정 아이파크 더 테라스,"경기도 파주시 와동동 1411번지(운정신도시 1,2지구 B3블록)",186,N,N,Y,N,N,Y,N,01,085.6825A,107.5461,7,2,1,0,0,1,0,0,0,51760,31056.0
2020001022,운정 아이파크 더 테라스,"경기도 파주시 와동동 1411번지(운정신도시 1,2지구 B3블록)",186,N,N,Y,N,N,Y,N,02,085.6885B,107.7361,10,1,1,0,0,0,0,0,0,56400,33840.0
2020001022,운정 아이파크 더 테라스,"경기도 파주시 와동동 1411번지(운정신도시 1,2지구 B3블록)",186,N,N,Y,N,N,Y,N,03,085.9155C,108.5436,20,2,2,0,0,0,0,0,0,58570,35142.0
2020001022,운정 아이파크 더 테라스,"경기도 파주시 와동동 1411번지(운정신도시 1,2지구 B3블록)",186,N,N,Y,N,N,Y,N,04,085.9155D,108.5436,20,2,2,0,0,0,0,0,0,65600,39360.0
2020001022,운정 아이파크 더 테라스,"경기도 파주시 와동동 1411번지(운정신도시 1,2지구 B3블록)",186,N,N,Y,N,N,Y,N,12,124.7048C,155.1627,9,1,1,0,0,0,0,0,0,78600,47160.0
2020001022,운정 아이파크 더 테라스,"경기도 파주시 와동동 1411번지(운정신도시 1,2지구 B3블록)",186,N,N,Y,N,N,Y,N,13,124.7048D,155.1627,9,1,1,0,0,0,0,0,0,87980,52788.0
2020001022,운정 아이파크 더 테라스,"경기도 파주시 와동동 1411번지(운정신도시 1,2지구 B3블록)",186,N,N,Y,N,N,Y,N,11,124.6783B,155.5125,9,1,1,0,0,0,0,0,0,75690,45414.0
2020001022,운정 아이파크 더 테라스,"경기도 파주시 와동동 1411번지(운정신도시 1,2지구 B3블록)",186,N,N,Y,N,N,Y,N,09,101.6790D,127.5000,16,2,2,0,0,0,0,0,0,74150,44490.0
2020001022,운정 아이파크 더 테라스,"경기도 파주시 와동동 1411번지(운정신도시 1,2지구 B3블록)",186,N,N,Y,N,N,Y,N,10,124.7345A,154.9642,8,2,1,0,0,1,0,0,0,72780,43668.0
2020001022,운정 아이파크 더 테라스,"경기도 파주시 와동동 1411번지(운정신도시 1,2지구 B3블록)",186,N,N,Y,N,N,Y,N,07,101.9360B,128.0964,15,3,2,0,0,1,0,0,0,63760,38256.0
2020001022,운정 아이파크 더 테라스,"경기도 파주시 와동동 1411번지(운정신도시 1,2지구 B3블록)",186,N,N,Y,N,N,Y,N,06,101.6315A,127.1831,15,2,1,0,0,1,0,0,0,58520,35112.0
2020001022,운정 아이파크 더 테라스,"경기도 파주시 와동동 1411번지(운정신도시 1,2지구 B3블록)",186,N,N,Y,N,N,Y,N,05,085.6885E,107.7361,9,2,1,0,0,1,0,0,0,53250,31950.0
2020001022,운정 아이파크 더 테라스,"경기도 파주시 와동동 1411번지(운정신도시 1,2지구 B3블록)",186,N,N,Y,N,N,Y,N,08,101.6790C,127.5000,16,2,2,0,0,0,0,0,0,66210,39726.0
2020001023,대전 용산지구 3BL 호반써밋 그랜드파크,대전광역시 유성구 용산동 390번지 일원,688,Y,Y,N,N,N,N,N,01,084.9769A,115.7049,350,259,60,121,0,18,60,0,0,42460,21230.0
2020001023,대전 용산지구 3BL 호반써밋 그랜드파크,대전광역시 유성구 용산동 390번지 일원,688,Y,Y,N,N,N,N,N,02,084.9899B,116.5954,45,34,8,16,0,2,8,0,0,41360,20680.0
2020001026,용인 보평역 서희스타힐스 리버파크,경기도 용인처인구 330-1번지 일원,976,N,Y,N,N,N,N,N,08,084.8409 ,116.4487,19,13,3,6,0,1,3,0,0,40300,20150.0
2020001026,용인 보평역 서희스타힐스 리버파크,경기도 용인처인구 330-1번지 일원,976,N,Y,N,N,N,N,N,09,105.4455 ,147.2630,2,0,0,0,0,0,0,0,0,50900,25450.0
2020001026,용인 보평역 서희스타힐스 리버파크,경기도 용인처인구 330-1번지 일원,976,N,Y,N,N,N,N,N,02,053.2642 ,75.8252,82,60,14,28,0,4,14,0,0,26200,13100.0
2020001026,용인 보평역 서희스타힐스 리버파크,경기도 용인처인구 330-1번지 일원,976,N,Y,N,N,N,N,N,01,052.5980 ,72.9742,74,55,13,25,0,4,13,0,0,25200,12600.0
2020001026,용인 보평역 서희스타힐스 리버파크,경기도 용인처인구 330-1번지 일원,976,N,Y,N,N,N,N,N,03,059.9806A,83.1594,191,142,32,67,0,10,33,0,0,28800,14400.0
2020001026,용인 보평역 서희스타힐스 리버파크,경기도 용인처인구 330-1번지 일원,976,N,Y,N,N,N,N,N,04,059.8423B,83.0394,102,77,18,36,0,5,18,0,0,28700,14350.0
2020001026,용인 보평역 서희스타힐스 리버파크,경기도 용인처인구 330-1번지 일원,976,N,Y,N,N,N,N,N,05,062.2423 ,86.4243,7,8,2,4,0,1,1,0,0,29900,14950.0
2020001026,용인 보평역 서희스타힐스 리버파크,경기도 용인처인구 330-1번지 일원,976,N,Y,N,N,N,N,N,06,071.1310A,98.2297,46,34,8,16,0,2,8,0,0,34000,17000.0
2020001026,용인 보평역 서희스타힐스 리버파크,경기도 용인처인구 330-1번지 일원,976,N,Y,N,N,N,N,N,07,071.2948B,98.5416,36,28,7,12,0,2,7,0,0,34100,17050.0
2020001027,대전 용산지구 1BL 호반써밋 그랜드파크,대전광역시 유성구 용산동 371-2번지 일원,1059,Y,Y,N,N,N,N,N,02,084.9899B,116.6065,56,40,9,19,0,3,9,0,0,41270,20635.0
2020001027,대전 용산지구 1BL 호반써밋 그랜드파크,대전광역시 유성구 용산동 371-2번지 일원,1059,Y,Y,N,N,N,N,N,01,084.9769A,115.7160,551,412,96,192,0,28,96,0,0,42440,21220.0
2020001029,의정부역 스카이자이,경기도 의정부시 의정부동 238-10번지 일원,393,N,Y,N,N,N,N,N,02,076.9500A,103.8200,52,35,8,17,0,2,8,0,0,52870,26435.0
2020001029,의정부역 스카이자이,경기도 의정부시 의정부동 238-10번지 일원,393,N,Y,N,N,N,N,N,03,076.7000B,102.5427,77,55,13,26,0,3,13,0,0,50600,25300.0
2020001029,의정부역 스카이자이,경기도 의정부시 의정부동 238-10번지 일원,393,N,Y,N,N,N,N,N,04,076.5600C,103.8951,26,17,4,8,0,1,4,0,0,49730,24865.0
2020001029,의정부역 스카이자이,경기도 의정부시 의정부동 238-10번지 일원,393,N,Y,N,N,N,N,N,05,084.9200 ,113.3739,27,18,4,9,0,1,4,0,0,56500,28250.0
2020001029,의정부역 스카이자이,경기도 의정부시 의정부동 238-10번지 일원,393,N,Y,N,N,N,N,N,01,066.0300 ,88.8825,51,35,8,17,0,2,8,0,0,45620,22810.0
2020001030,고덕신도시 A42BL 제일풍경채3차 센텀,경기도 평택시 고덕국제화계획지구 A-42BL,820,N,Y,Y,N,N,Y,N,04,084.9080C,112.3712,98,56,13,26,0,4,13,0,0,46200,23100.0
2020001030,고덕신도시 A42BL 제일풍경채3차 센텀,경기도 평택시 고덕국제화계획지구 A-42BL,820,N,Y,Y,N,N,Y,N,02,084.9080A,112.0166,174,189,44,88,0,14,43,0,0,46900,23450.0
2020001030,고덕신도시 A42BL 제일풍경채3차 센텀,경기도 평택시 고덕국제화계획지구 A-42BL,820,N,Y,Y,N,N,Y,N,01,075.7246A,99.9947,91,51,12,24,0,3,12,0,0,42200,21100.0
2020001030,고덕신도시 A42BL 제일풍경채3차 센텀,경기도 평택시 고덕국제화계획지구 A-42BL,820,N,Y,Y,N,N,Y,N,03,084.9279B,112.6447,104,57,13,26,0,4,14,0,0,46300,23150.0
2020001031,장안에스아이팰리스,서울특별시 동대문구 장안동 416-1,99,Y,Y,N,N,N,N,N,02,013.8800B,23.7500,22,0,0,0,0,0,0,0,0,23500,11750.0
2020001031,장안에스아이팰리스,서울특별시 동대문구 장안동 416-1,99,Y,Y,N,N,N,N,N,08,047.2010H,78.4450,2,0,0,0,0,0,0,0,0,82000,41000.0
2020001031,장안에스아이팰리스,서울특별시 동대문구 장안동 416-1,99,Y,Y,N,N,N,N,N,03,014.1390C,24.0500,8,0,0,0,0,0,0,0,0,23500,11750.0
2020001031,장안에스아이팰리스,서울특별시 동대문구 장안동 416-1,99,Y,Y,N,N,N,N,N,04,014.2130D,23.9410,30,0,0,0,0,0,0,0,0,23500,11750.0
2020001031,장안에스아이팰리스,서울특별시 동대문구 장안동 416-1,99,Y,Y,N,N,N,N,N,05,023.3810E,39.2960,11,0,0,0,0,0,0,0,0,33000,16500.0
2020001031,장안에스아이팰리스,서울특별시 동대문구 장안동 416-1,99,Y,Y,N,N,N,N,N,06,026.5370F,44.4120,14,0,0,0,0,0,0,0,0,38000,19000.0
2020001031,장안에스아이팰리스,서울특별시 동대문구 장안동 416-1,99,Y,Y,N,N,N,N,N,01,013.0830A,22.3480,11,0,0,0,0,0,0,0,0,23000,11500.0
2020001031,장안에스아이팰리스,서울특별시 동대문구 장안동 416-1,99,Y,Y,N,N,N,N,N,07,028.7500G,48.3850,1,0,0,0,0,0,0,0,0,47000,23500.0
2020001041,영흥공원 푸르지오 파크비엔,경기도 수원시 영통구 원천동 309번지 일원,1509,Y,Y,N,N,N,N,N,05,084.9954D,110.2295,83,60,14,28,0,4,14,0,0,64800,32400.0
2020001041,영흥공원 푸르지오 파크비엔,경기도 수원시 영통구 원천동 309번지 일원,1509,Y,Y,N,N,N,N,N,06,117.4366A,149.9779,66,9,7,0,0,2,0,0,0,81000,40500.0
2020001041,영흥공원 푸르지오 파크비엔,경기도 수원시 영통구 원천동 309번지 일원,1509,Y,Y,N,N,N,N,N,07,117.7413B,151.4482,99,14,11,0,0,3,0,0,0,81000,40500.0
2020001041,영흥공원 푸르지오 파크비엔,경기도 수원시 영통구 원천동 309번지 일원,1509,Y,Y,N,N,N,N,N,01,077.9781 ,100.9751,91,65,15,31,0,4,15,0,0,56000,28000.0
2020001041,영흥공원 푸르지오 파크비엔,경기도 수원시 영통구 원천동 309번지 일원,1509,Y,Y,N,N,N,N,N,02,084.9839A,109.9661,317,236,55,110,0,16,55,0,0,64800,32400.0
2020001041,영흥공원 푸르지오 파크비엔,경기도 수원시 영통구 원천동 309번지 일원,1509,Y,Y,N,N,N,N,N,03,084.9868B,109.6392,94,68,16,32,0,4,16,0,0,64800,32400.0
2020001041,영흥공원 푸르지오 파크비엔,경기도 수원시 영통구 원천동 309번지 일원,1509,Y,Y,N,N,N,N,N,04,084.9957C,109.9621,177,130,30,61,0,9,30,0,0,64800,32400.0
2020001043,수성 푸르지오 리버센트,대구광역시 수성구 중동 556번지 일원,714,Y,N,N,N,N,N,N,05,110.9955A,147.5715,98,14,11,0,0,3,0,0,0,86000,43000.0
2020001043,수성 푸르지오 리버센트,대구광역시 수성구 중동 556번지 일원,714,Y,N,N,N,N,N,N,08,110.9913D,147.0738,19,3,2,0,0,1,0,0,0,85300,42650.0
2020001043,수성 푸르지오 리버센트,대구광역시 수성구 중동 556번지 일원,714,Y,N,N,N,N,N,N,04,084.9940D,113.1875,31,25,6,11,0,2,6,0,0,65500,32750.0
2020001043,수성 푸르지오 리버센트,대구광역시 수성구 중동 556번지 일원,714,Y,N,N,N,N,N,N,01,084.9976A,111.9367,213,162,38,75,0,11,38,0,0,65500,32750.0
2020001043,수성 푸르지오 리버센트,대구광역시 수성구 중동 556번지 일원,714,Y,N,N,N,N,N,N,02,084.9965B,113.2066,13,12,3,5,0,1,3,0,0,65500,32750.0
2020001043,수성 푸르지오 리버센트,대구광역시 수성구 중동 556번지 일원,714,Y,N,N,N,N,N,N,07,110.9921C,148.2029,19,3,2,0,0,1,0,0,0,85300,42650.0
2020001043,수성 푸르지오 리버센트,대구광역시 수성구 중동 556번지 일원,714,Y,N,N,N,N,N,N,03,084.9974C,113.2655,31,25,6,11,0,2,6,0,0,65500,32750.0
2020001043,수성 푸르지오 리버센트,대구광역시 수성구 중동 556번지 일원,714,Y,N,N,N,N,N,N,06,110.9912B,147.3289,40,6,5,0,0,1,0,0,0,85300,42650.0
2020001047,양산 덕계 경동스마트홈,"경상남도 양산시 신덕계로 34 (덕계동, 경동스마트홈)",177,N,N,N,N,N,N,N,02,059.8810B,83.7060,18,32,5,10,10,2,5,0,0,12456,7473.6
2020001047,양산 덕계 경동스마트홈,"경상남도 양산시 신덕계로 34 (덕계동, 경동스마트홈)",177,N,N,N,N,N,N,N,01,059.9758A,83.4175,36,70,11,22,22,4,11,0,0,12416,7449.6
2020001047,양산 덕계 경동스마트홈,"경상남도 양산시 신덕계로 34 (덕계동, 경동스마트홈)",177,N,N,N,N,N,N,N,03,084.4175 ,110.9253,4,17,3,5,5,1,3,0,0,16668,10000.8
2020001049,충남내포신도시1차 대방 엘리움 더 퍼스티지(RM9블록),충청남도 예산군 삽교읍 내포신도시 RM-9블록,868,N,N,Y,N,N,N,N,08,084.9144C,113.7644,22,16,4,7,0,1,4,0,0,30951,18570.6
2020001049,충남내포신도시1차 대방 엘리움 더 퍼스티지(RM9블록),충청남도 예산군 삽교읍 내포신도시 RM-9블록,868,N,N,Y,N,N,N,N,07,084.9594B,113.0302,10,9,2,4,0,1,2,0,0,31875,19125.0
2020001049,충남내포신도시1차 대방 엘리움 더 퍼스티지(RM9블록),충청남도 예산군 삽교읍 내포신도시 RM-9블록,868,N,N,Y,N,N,N,N,01,059.9710A,80.9849,9,8,2,3,0,1,2,0,0,23709,14225.4
2020001049,충남내포신도시1차 대방 엘리움 더 퍼스티지(RM9블록),충청남도 예산군 삽교읍 내포신도시 RM-9블록,868,N,N,Y,N,N,N,N,03,075.9392A,101.0674,60,46,11,21,0,3,11,0,0,28930,17358.0
2020001049,충남내포신도시1차 대방 엘리움 더 퍼스티지(RM9블록),충청남도 예산군 삽교읍 내포신도시 RM-9블록,868,N,N,Y,N,N,N,N,04,075.7975B,101.6542,214,160,37,75,0,11,37,0,0,27314,16388.4
2020001049,충남내포신도시1차 대방 엘리움 더 퍼스티지(RM9블록),충청남도 예산군 삽교읍 내포신도시 RM-9블록,868,N,N,Y,N,N,N,N,05,076.9852 ,102.4798,56,40,9,19,0,3,9,0,0,28083,16849.8
2020001049,충남내포신도시1차 대방 엘리움 더 퍼스티지(RM9블록),충청남도 예산군 삽교읍 내포신도시 RM-9블록,868,N,N,Y,N,N,N,N,06,084.9726A,112.4174,106,78,18,37,0,5,18,0,0,32323,19393.8
2020001049,충남내포신도시1차 대방 엘리움 더 퍼스티지(RM9블록),충청남도 예산군 삽교읍 내포신도시 RM-9블록,868,N,N,Y,N,N,N,N,02,059.9138B,81.1194,20,14,3,7,0,1,3,0,0,21875,13125.0
